card,card-time
90584.0,0.0012309551239013672
34789.0,0.0009429454803466797
79851.0,0.0009930133819580078
171470.0,0.0010333061218261719
281859.0,0.0010061264038085938
2688422.2314726445,0.0013728141784667969
3602766.881393437,0.0013642311096191406
56216974.93534503,0.0014042854309082031
54514393.233683,0.0013446807861328125
1017576.0465810085,0.001463174819946289
10987144.214234352,0.001438140869140625
13952826.753296928,0.001397848129272461
15707809.06710393,0.0013911724090576172
16038607.163167667,0.001355886459350586
262646669.088298,0.0013239383697509766
11102.0,0.0009541511535644531
174305.0,0.0010571479797363281
303187.0,0.001085042953491211
328064.0,0.0010800361633300781
60027.26899777686,0.0013909339904785156
60423.408087118325,0.0013768672943115234
104508.00941851622,0.0013260841369628906
626957.7954815374,0.0014719963073730469
830913.1038251066,0.0014920234680175781
1149887.434653575,0.001767873764038086
11102.0,0.0007550716400146484
174305.0,0.0010180473327636719
303187.0,0.001013040542602539
328064.0,0.001001119613647461
60498.450192270255,0.001294851303100586
64837.51488241838,0.0012750625610351562
306349.10680944,0.0010979175567626953
626957.7954815374,0.0014107227325439453
830913.1038251066,0.0014400482177734375
1149887.434653575,0.001493215560913086
