card,card-time
79851.0,0.2734661102294
40325.0,1.1003017425537
134887.0,0.6425380706787
79779.6644655628,0.9880065917968
134887.0,0.5686283111572
42921.0,0.5762577056884001
174305.0,0.0457763671875
42410.0991146501,1.3480186462402
134887.0,0.5624294281005
328064.0,0.04673004150390625
79762.85737898025,0.5979537963867
42237.046914118095,1.2085437774657999
174305.0,0.05245208740234375
91160.54500676172,1.1990070343016999
11102.0,0.04863739013671875
134887.0,0.547170639038
89678.81339680376,0.5154609680175
9954.264669896382,1.2073516845702998
174305.0,0.04529953002929688
91948.0,0.5626678466796
303187.0,0.04363059997558594
172567.2971659661,0.4849433898925
5578.138762810524,1.9774436950682999
40325.0,0.10228157043450001
134887.0,0.8423328399658
19158.31783847453,2.4847984313964
38699.64721383368,1.8808841705322001
174305.0,0.04553794860839844
303187.0,0.04124641418457031
38123.99261477913,1.7807483673095001
172877.8275460871,0.5650520324707
328064.0,0.04410743713378906
39888.34382437752,0.5860328674316
169329.88780221317,0.4987716674804
1651.9999999999998,0.5421638488769
31895.735095906675,1.2900829315185
134986.46722760913,1.1811256408691
79755.20230854851,0.50950050354
40325.0,0.6210803985594999
134887.0,0.5552768707275
79753.00169319555,0.5586147308349
38499.68532604818,1.8081665039061998
91740.31005424066,0.5996227264403999
1032.0,0.04792213439941406
328064.0,0.04148483276367188
91786.55945653997,0.586986541748
11102.0,0.04458427429199219
302728.2638348589,0.6012916564941
91837.0,0.554084777832
11102.0,0.05650520324707031
40314.88304040468,0.6868839263916
294625.3553150725,0.626802444458
89107.36699082714,0.49138069152830005
40371.68259776565,1.3234615325927
328050.3297927591,0.6208419799804
87940.45233950412,1.1425018310545998
39600.0001514418,1.3108253479003
328064.0,0.04553794860839844
91312.0,0.5655288696288999
39873.68167660938,0.521183013916
328064.0,0.04553794860839844
79851.0,0.042438507080078125
39657.0875,0.5848407745361
1300.9999999999998,0.5593299865722
79851.0,0.05698204040527344
39657.0875,0.5748271942138
173319.0453686334,0.5683898925780999
91904.0,0.5288124084472
11102.0,0.04410743713378906
262617.9536457944,1.1208057403564
170669.97332281235,0.5271434783935001
91976.0,0.04601478576660156
11102.0,0.04148483276367188
39668.17415511013,1.2950897216795998
135225.72149155507,1.2395381927490001
91184.06539884993,0.5359649658203001
1304.266984197304,1.2550354003906001
38712.012174441465,1.2669563293457
328064.0,0.04553794860839844
91231.0,0.5826950073242
79851.0,0.053882598876953125
40325.0,0.6735324859619
328050.3297927591,0.5893707275390001
5927.097381255576,1.7940998077391999
78797.29306902694,0.5149841308593
38851.20505243013,1.8601417541503
328064.0,0.04601478576660156
37445.19615317122,1.5804767608641999
79851.0,0.04673004150390625
40325.0,0.058650970458984375
326263.30260853644,0.5915164947509001
42834.62993415507,1.1866092681884
74982.13401831902,0.5290508270263
38976.50475898397,0.6334781646727999
172763.7944082261,0.48851966857910006
271082.9216068537,0.490665435791
325890.8033416158,0.46682357788080003
39773.52188739512,1.8603801727294
174305.0,0.046253204345703125
303187.0,0.04148483276367188
1735.826694515415,1.2190341949462
30447.80410281717,2.3822784423828
25022.16806117041,1.1935234069824
328064.0,0.06103515625
79851.0,0.05125999450683594
40217.76469996586,0.5881786346435001
134887.0,0.5714893341064
1745.3178266595305,1.2881755828857
79851.0,0.04482269287109375
37765.53326580348,1.1789798736572001
134887.0,0.5450248718261
1737.23581801739,1.1630058288574
79851.0,0.048160552978515625
