est,exec_time
1334835,0.37732481956481934
715,0.07036972045898438
250,0.0327754020690918
715,0.06795406341552734
211868,0.14586734771728516
22,0.06785178184509277
3,0.013775825500488281
9,0.06668663024902344
176181,0.13503289222717285
715,0.06629538536071777
12,0.015334129333496094
47,0.06713175773620605
619969,0.28371477127075195
22,0.0662839412689209
6,0.013742446899414062
16,0.06659507751464844
2609027,0.34047842025756836
148550,0.16913604736328125
41839,0.10682964324951172
148550,0.16802501678466797
4922172,0.5239088535308838
1253076,0.19536709785461426
235411741,3.237492322921753
62682174,1.2662317752838135
1726426,0.4411964416503906
299527,0.14557576179504395
235411741,3.4646599292755127
11990549,0.833641767501831
9092386,0.6521530151367188
2742632,0.29997849464416504
235411741,3.103227376937866
157040505,2.2820627689361572
143560,0.13406991958618164
1253076,0.19362926483154297
3461665,0.2534520626068115
850672,0.21878314018249512
43835,0.09578347206115723
299527,0.14468669891357422
3461665,0.25131940841674805
179615,0.16226434707641602
303475,0.1545400619506836
2742632,0.2453289031982422
3461665,0.247941255569458
2031641,0.2598531246185303
4922172,0.5229401588439941
450531,0.17617559432983398
19467468,1.2273626327514648
6333534,0.7086029052734375
1726426,0.437575101852417
176181,0.13580894470214844
19467468,1.2024681568145752
1931523,0.5396630764007568
9092386,0.6227457523345947
794754,0.30218505859375
19467468,1.5609307289123535
12738224,1.0193705558776855
11,0.0379641056060791
1242,0.729362964630127
5934800,0.9134695529937744
1224,0.7212519645690918
1054,0.1183328628540039
215757863,3.8479857444763184
3099,0.7424476146697998
13221,0.8084170818328857
2,0.0379176139831543
1242,0.725658655166626
3099,0.7467508316040039
33,0.7215735912322998
11,0.03763437271118164
1242,0.7226676940917969
21333647,1.267749547958374
1224,0.7319855690002441
1970347,0.22120976448059082
215757863,3.8277478218078613
21333647,1.2633328437805176
114181684,2.81868052482605
4533220,0.873950719833374
695699,0.7852041721343994
21453330,1.2752552032470703
7451640,1.2090435028076172
13354747,1.6195061206817627
2609027,0.3421192169189453
13354747,1.646634578704834
2728853,0.9937429428100586
4450625,1.3403716087341309
2609027,0.3757164478302002
4450625,1.3942055702209473
276387,0.7415623664855957
794543,0.8525865077972412
2609027,0.3325679302215576
794543,0.8533532619476318
3211738,0.9097223281860352
13354747,1.7139558792114258
828793,0.20319342613220215
4893238,1.146160364151001
882656,0.8176674842834473
13354747,1.721550464630127
221078,0.14329147338867188
1381210,0.9262857437133789
4863816,0.9914877414703369
829594,0.19667363166809082
27321306,2.0845673084259033
8719769,1.2788727283477783
1759190,0.8852529525756836
294606,0.14570331573486328
27321306,2.072099208831787
2873071,1.0209550857543945
26774298,1.4091699123382568
1508072,0.3011343479156494
80270803,3.479022264480591
56964051,2.6364755630493164
5181,0.12613391876220703
511912,0.17592382431030273
14102,0.16717028617858887
7153,0.18256425857543945
10544,0.10818862915039062
1334835,0.30340123176574707
14102,0.16350150108337402
14102,0.16503524780273438
3961660,0.4035375118255615
2229236,0.35442113876342773
34862185,1.0619804859161377
31339019,0.9725146293640137
107619,0.32767558097839355
39860,0.09292793273925781
97753,0.13043570518493652
546190,0.4197225570678711
1528187,0.8099439144134521
584206,0.21690797805786133
45776,0.35372090339660645
118185,0.3925962448120117
52943,0.15092825889587402
815617,0.53281569480896
75440,0.41400146484375
121857,0.2875072956085205
10,0.013183116912841797
2609027,0.3421921730041504
4,0.23983335494995117
360323,0.357114315032959
120,0.0674142837524414
4,0.23725485801696777
360323,0.3572242259979248
120,0.06737494468688965
72,0.2908213138580322
72,0.2906653881072998
435621,0.3684425354003906
157245,0.13847899436950684
381306,0.17113542556762695
546190,0.41246557235717773
1528187,0.8973422050476074
584206,0.21508359909057617
185498,0.4013688564300537
474140,0.5095052719116211
207553,0.20543789863586426
815617,0.5260915756225586
305684,0.48427796363830566
1083566,0.3610715866088867
640606,0.1434013843536377
209875,0.12034440040588379
3242994,0.7396790981292725
1118946,0.43457818031311035
584206,0.21844100952148438
2250169,0.4781179428100586
724710,0.4069783687591553
302610,0.19233179092407227
2504943,0.5755715370178223
1919479,0.5117805004119873
108643,0.32497549057006836
17526,0.07474899291992188
164339,0.12235760688781738
424985,0.4104323387145996
5075959,0.7329540252685547
3461665,0.2478022575378418
20716,0.33392882347106934
209492,0.3804330825805664
110975,0.13851356506347656
4168553,0.5831074714660645
150780,0.3978245258331299
705328,0.3387792110443115
209875,0.11800384521484375
2886579,0.17522549629211426
424985,0.40781736373901367
5075959,0.714510440826416
3461665,0.24831295013427734
238943,0.3853285312652588
3642983,0.49991750717163086
2503210,0.22138285636901855
4168553,0.5767636299133301
3243152,0.5268459320068359
455204,0.37197232246398926
143560,0.1319563388824463
1253076,0.19579362869262695
424985,0.4082469940185547
5075959,0.7140114307403564
3461665,0.24945783615112305
125526,0.39516377449035645
1384099,0.4927058219909668
850672,0.21579623222351074
4168553,0.5742638111114502
1043758,0.49205946922302246
1798254,0.42126893997192383
1170131,0.20876860618591309
1970347,0.22221136093139648
10904569,1.0101051330566406
36411985,1.1692311763763428
34862185,1.0555636882781982
6621401,0.7859070301055908
21795137,0.9172418117523193
16657560,0.5631997585296631
753795827,7.325324058532715
512575648,4.837973356246948
669933,0.36251235008239746
420375,0.15337395668029785
